First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team,Country,Age
Samuel,Male,12/19/1991,2:54 AM,76076,5.319,TRUE,Finance,brazil,22
,Male,1/27/2010,2:57 AM,87760,14.987,,Engineering,united state,19
Randy,Male,3/16/2014,6:24 PM,135119,7.887,FALSE,Client Services,India,21
Evelyn,Female,09-03-1983,1:58 PM,36759,17.269,TRUE,Marketing,Pakistan,21
Fred,Male,2/13/1987,2:15 PM,121723,18.645,TRUE,Product,china,17
Shirley,Female,06-08-1986,2:25 AM,110061,7.494,FALSE,Client Services,us,24
Todd,Male,5/23/2011,4:14 PM,85074,1.844,FALSE,Client Services,america,15
Robert,Male,11/18/2014,5:00 AM,85799,19.93,FALSE,Finance,westindies,16
Mark,Male,1/22/2007,2:37 PM,75150,12.182,TRUE,Legal,england,20
Earl,Male,01-05-2000,5:46 PM,91344,4.035,TRUE,Sales,south africa,19
Richard,Male,9/27/2005,1:41 AM,86326,10.717,FALSE,Product,brazil,18
Michael,Male,11/22/1991,12:57 PM,98753,16.443,TRUE,Human Resources,united state,25
Steven,Male,05-12-2009,2:14 PM,113060,2.846,TRUE,Sales,India,15
Carlos,Male,9/19/2007,1:01 AM,77327,11.58,TRUE,Finance,Pakistan,22
Marie,Female,10/20/2011,10:09 PM,62666,10.247,FALSE,Product,china,20
Ronald,Male,2/24/2009,2:09 PM,96633,4.99,TRUE,Engineering,us,20
Scott,Male,05-12-2009,4:36 AM,58248,3.914,FALSE,Business Development,america,15
Steven,Male,11/21/2006,8:30 AM,83706,6.96,TRUE,Human Resources,westindies,20
James,Male,11/22/1998,3:48 AM,74086,5.778,TRUE,Human Resources,england,21
Lori,Female,3/31/1988,10:59 PM,95389,14.223,FALSE,Sales,south africa,16
Philip,Male,08-02-1989,11:21 AM,129968,19.897,FALSE,Finance,brazil,17
Phyllis,Female,11/24/2005,11:57 PM,140347,8.723,FALSE,Sales,united state,17
Thomas,,8/31/1995,8:31 PM,41549,3.95,FALSE,Sales,India,17
Cynthia,Female,12-03-2012,11:03 PM,74287,10.751,FALSE,Sales,Pakistan,18
,Male,10-09-2011,9:29 AM,69906,4.844,,Engineering,china,17
,Male,4/22/1997,9:36 PM,65078,3.095,,Marketing,us,23
Elizabeth,Female,11-10-2005,4:56 AM,106406,1.782,TRUE,Legal,america,20
Andrea,Female,9/14/2003,10:30 PM,115913,12.121,FALSE,Legal,westindies,25
Judy,Female,02-01-1990,3:32 PM,38092,5.668,FALSE,Distribution,england,16
Russell,Male,8/13/2014,3:51 PM,121160,7.843,FALSE,Engineering,south africa,25
Scott,Male,12/17/2011,3:45 AM,90429,4.45,FALSE,Product,brazil,19
Sarah,Female,5/22/1994,7:06 AM,64207,7.824,TRUE,Client Services,united state,22
Susan,Female,9/25/2004,1:30 AM,80688,18.892,TRUE,Sales,India,15
Margaret,Female,05-05-2014,6:01 AM,55044,4.078,FALSE,Sales,Pakistan,20
Joshua,Male,11-09-2009,6:32 AM,72893,9.555,FALSE,Distribution,china,25
Justin,,4/15/2005,8:43 PM,96978,13.865,FALSE,Finance,us,20
Juan,Male,4/16/2002,11:09 PM,97364,3.595,FALSE,Product,america,15
Gloria,,7/19/1983,1:57 AM,140885,1.113,FALSE,Human Resources,westindies,21
Jennifer,,1/24/1989,8:38 PM,58520,16.231,TRUE,Client Services,england,24
Edward,Male,08-04-1989,6:06 AM,66067,10.957,TRUE,,south africa,19
Marilyn,Female,12/17/1982,12:10 PM,147183,8.748,FALSE,Business Development,brazil,18
Mary,Female,10/18/2009,6:32 PM,87721,12.484,FALSE,Product,united state,22
Linda,Female,7/15/2009,10:12 PM,144001,2.194,FALSE,Business Development,India,15
Larry,Male,8/27/2003,1:00 PM,91133,5.14,FALSE,Sales,Pakistan,22
Albert,Male,02-01-1997,4:20 PM,67827,19.717,TRUE,Engineering,china,19
Kenneth,Male,4/13/1999,10:28 PM,81839,12.072,FALSE,Sales,us,24
,Female,12/31/2006,11:02 PM,81444,3.171,,Distribution,america,15
Gregory,,07-09-2011,11:31 PM,137661,4.805,TRUE,Sales,westindies,21
Brandon,Male,10/16/2015,2:44 AM,112548,4.664,FALSE,Engineering,england,20
Stephen,Male,04-09-1987,12:47 PM,111249,10.574,TRUE,Human Resources,south africa,17
Russell,Male,10/30/1994,5:46 AM,114334,9.669,FALSE,Product,brazil,18
,Female,9/18/2002,12:39 PM,118906,4.537,,Marketing,united state,15
Pamela,,7/15/2001,1:33 PM,72979,5.66,FALSE,Sales,India,22
Scott,Male,08-03-1996,1:50 AM,64172,10.894,TRUE,Engineering,Pakistan,18
,Female,4/18/1996,3:57 PM,107024,12.182,,,china,21
Carlos,Male,7/28/2010,3:08 PM,50167,2.362,FALSE,Product,us,23
Jack,Male,12/24/1980,10:58 PM,106995,15.723,FALSE,Product,america,25
Debra,Female,1/19/2010,8:48 AM,70492,8.895,FALSE,Client Services,westindies,23
Phyllis,Female,1/15/1995,5:27 AM,125881,16.697,FALSE,Sales,england,21
Robert,Male,10/29/1994,4:26 AM,123294,19.894,FALSE,Client Services,south africa,19
Gloria,Female,9/19/1989,7:40 PM,131045,11.312,TRUE,Product,brazil,20
Sharon,,10/28/1984,5:59 PM,97635,10.413,TRUE,Client Services,united state,19
Barbara,,4/26/2001,12:22 AM,94493,13.443,TRUE,Sales,India,17
Marilyn,Female,8/15/1989,9:14 AM,140502,9.989,TRUE,Sales,Pakistan,20
Ralph,Male,10/27/2010,10:28 AM,106310,4.03,TRUE,Client Services,china,22
Harry,,12-05-1996,5:45 AM,46240,6.976,TRUE,Engineering,us,17
Robin,Female,01-08-1998,2:12 AM,111163,5.025,TRUE,Product,america,17
Kathy,Female,11/25/2001,9:55 PM,93753,7.094,TRUE,Sales,westindies,16
Rose,Female,07-06-2002,3:57 PM,63494,19.385,TRUE,Human Resources,england,16
Clarence,Male,1/13/2005,9:00 AM,116693,13.835,TRUE,Distribution,south africa,18
Doris,Female,7/29/1992,6:40 PM,85215,7.425,TRUE,Human Resources,brazil,17
Kathryn,Female,06-09-1988,9:29 AM,86439,7.799,FALSE,Finance,united state,23
Billy,,3/16/2004,8:21 AM,62913,18.241,TRUE,Marketing,India,25
Norma,Female,4/16/1996,5:40 AM,38872,9.302,TRUE,Business Development,Pakistan,18
Richard,,11/28/1992,5:05 PM,124655,14.272,TRUE,Engineering,china,19
Craig,Male,02-08-1984,4:45 AM,113506,19.642,FALSE,Marketing,us,20
Sarah,,7/20/1990,10:49 PM,109980,8.86,FALSE,Sales,america,15
Sharon,Female,03-09-2014,4:39 PM,91522,7.564,FALSE,Finance,westindies,19
Mary,Female,8/22/2010,8:03 AM,42214,17.538,TRUE,Business Development,england,18
Steve,,2/23/2002,3:55 AM,83159,9.55,TRUE,Distribution,south africa,25
Joe,Male,12-05-2010,4:20 PM,144082,1.62,TRUE,Client Services,brazil,22
Jeremy,Male,5/29/1994,6:24 AM,47885,19.276,TRUE,Human Resources,united state,20
Ernest,Male,8/14/2012,11:25 AM,126232,6.191,TRUE,Sales,India,17
Kevin,Male,6/23/1981,8:26 PM,134598,11.699,FALSE,Business Development,Pakistan,23
Jacqueline,Female,02-11-2007,2:01 AM,66604,14.609,FALSE,Legal,china,24
Johnny,Male,9/14/1992,8:21 AM,115194,5.861,TRUE,Marketing,us,22
Gary,Male,8/18/2011,8:12 AM,49101,11.9,TRUE,Business Development,america,22
Shirley,,11/16/1990,6:01 PM,67811,12.699,FALSE,Finance,westindies,22
,Male,6/29/2008,5:23 AM,111043,5.966,,Distribution,england,23
Sarah,,8/31/1981,2:51 PM,37748,9.047,FALSE,Human Resources,south africa,15
Julia,Female,03-02-1982,12:52 PM,36403,2.664,TRUE,Finance,brazil,25
Dorothy,Female,11-05-2013,10:50 PM,140136,3.12,TRUE,Business Development,united state,21
Justin,Male,5/22/1986,6:30 AM,121508,19.334,TRUE,Finance,India,15
Kevin,Male,11/20/1986,6:59 PM,79906,18.021,TRUE,Sales,Pakistan,18
Victor,Male,9/24/2005,12:04 PM,123144,16.261,TRUE,Product,china,25
Deborah,Female,11/25/1980,4:33 AM,46953,17.436,FALSE,Client Services,us,23
Matthew,,06-09-2003,7:35 AM,79443,14.637,FALSE,Human Resources,america,23
Alice,Female,05-02-1986,1:50 AM,51395,2.378,TRUE,Finance,westindies,19
Todd,Male,3/16/2016,2:45 PM,134408,3.56,TRUE,Human Resources,england,16
Frank,Male,01-10-1981,1:30 PM,71853,8.037,TRUE,Sales,south africa,17
Christopher,Male,5/13/1999,10:48 AM,68028,7.869,TRUE,Finance,brazil,22
Rose,Female,5/28/2015,8:40 AM,149903,5.63,FALSE,Human Resources,united state,23
Andrea,Female,10-01-2010,11:54 AM,79123,19.422,FALSE,Distribution,India,16
Charles,Male,12/16/1999,8:28 PM,104014,7.077,FALSE,Legal,Pakistan,25
Jessica,,03-07-2015,8:45 PM,121160,12.993,FALSE,Client Services,china,25
Wanda,Female,7/20/2008,1:44 PM,65362,7.132,TRUE,Legal,us,19
Joyce,Female,02-07-1995,7:38 AM,50701,14.227,TRUE,,america,18
Billy,Male,12-01-2006,3:32 PM,144709,10.069,TRUE,Distribution,westindies,19
Kathryn,Female,8/29/2007,6:10 AM,53061,11.864,TRUE,Finance,england,23
Denise,Female,3/18/2001,12:02 AM,36697,11.196,TRUE,Sales,south africa,23
Jason,Male,11/20/1998,2:54 PM,69244,6.22,TRUE,,brazil,23
Nicholas,Male,03-01-2013,9:26 PM,101036,2.826,TRUE,Human Resources,united state,17
Aaron,Male,7/22/1990,2:53 PM,52119,11.343,TRUE,Client Services,India,23
Louise,Female,5/13/2003,9:47 AM,46666,1.886,TRUE,Business Development,Pakistan,22
Julie,Female,4/23/1998,5:52 AM,73437,2.518,TRUE,Finance,china,25
Kathy,Female,05-08-1987,6:19 PM,86318,18.492,TRUE,Sales,us,15
,Male,5/24/2016,9:17 PM,76409,7.008,,Distribution,america,23
Chris,Male,12-12-2006,1:57 AM,71642,1.496,FALSE,,westindies,18
Cheryl,Female,8/16/1994,8:33 AM,67150,15.85,TRUE,Marketing,england,21
Gregory,Male,5/15/2009,3:52 PM,142208,11.204,TRUE,Engineering,south africa,25
Wayne,Male,1/30/1992,3:01 PM,81183,17.066,FALSE,Client Services,brazil,19
Beverly,Female,11/30/2005,2:57 AM,107163,3.665,TRUE,Human Resources,united state,19
Willie,Male,8/22/2009,1:03 PM,55038,19.691,FALSE,Legal,India,16
Terry,,7/15/2016,12:29 AM,140002,19.49,TRUE,Marketing,Pakistan,23
Scott,Male,11/17/2012,2:47 PM,146812,1.965,TRUE,Marketing,china,25
Annie,Female,12/19/1994,6:19 AM,40119,4.338,TRUE,Human Resources,us,15
,Male,2/21/1995,12:26 AM,136602,10.429,,Marketing,america,17
Ruth,Female,10/24/2000,4:13 AM,69579,18.029,TRUE,Human Resources,westindies,25
Deborah,,02-03-1983,11:38 PM,101457,6.662,FALSE,Engineering,england,23
Patricia,Female,01-09-2015,4:16 AM,121232,16.624,FALSE,Legal,south africa,15
Albert,Male,9/30/2007,5:34 PM,102626,15.843,FALSE,Finance,brazil,25
Charles,,03-01-1987,1:00 PM,137171,5.574,TRUE,Marketing,united state,19
Tina,Female,1/17/2005,9:11 AM,88276,14.248,FALSE,Legal,India,20
Jeremy,Male,08-09-2001,3:56 AM,43354,13.946,FALSE,Marketing,Pakistan,25
Craig,Male,4/14/1996,9:17 AM,125556,7.996,FALSE,Engineering,china,24
Jose,Male,07-11-2002,9:15 AM,59862,3.269,FALSE,Product,us,20
Lawrence,Male,5/13/2005,1:25 AM,74640,18.641,FALSE,Marketing,america,24
Helen,Female,10/31/1997,2:43 AM,52875,4.188,FALSE,Legal,westindies,22
Walter,Male,08-04-2007,1:59 PM,58789,5.461,FALSE,Sales,england,25
Amy,Female,6/19/2002,3:06 AM,122897,8.222,TRUE,Engineering,south africa,18
Janice,Female,6/28/1997,1:48 PM,136032,10.696,TRUE,Marketing,brazil,17
Stephen,Male,05-09-2015,7:07 PM,141958,9.078,TRUE,Legal,united state,21
Ryan,Male,7/20/1993,10:18 PM,139917,11.466,FALSE,Distribution,India,17
Sharon,Female,03-12-2002,6:32 AM,147635,14.693,FALSE,Human Resources,Pakistan,18
Joshua,Male,07-10-1984,7:22 PM,68230,8.047,FALSE,Client Services,china,20
Clarence,Male,8/20/1992,8:23 PM,124365,8.457,FALSE,Business Development,us,16
Jonathan,Male,8/15/2002,12:01 AM,104749,11.364,FALSE,Engineering,america,15
Stephanie,Female,11/26/1992,12:54 AM,122121,7.937,TRUE,Engineering,westindies,23
Kathy,Female,10/25/1996,12:59 PM,143541,8.461,FALSE,Human Resources,england,21
Albert,Male,8/14/2008,5:43 PM,137840,9.705,FALSE,Business Development,south africa,24
Michael,Male,5/22/2011,10:42 AM,73354,18.357,FALSE,Business Development,brazil,24
Richard,Male,07-04-1997,11:47 AM,47647,18.787,TRUE,,united state,22
Amy,Female,3/30/2008,10:54 PM,106249,15.967,FALSE,Sales,India,17
,Female,4/27/2013,6:40 AM,93847,1.085,,Business Development,Pakistan,23
Beverly,,05-03-1995,5:49 AM,104815,3.38,FALSE,Product,china,20
,Female,4/26/1992,8:01 PM,115436,3.099,,Human Resources,us,19
Joe,Male,4/14/2000,3:14 PM,50645,11.119,FALSE,Marketing,america,22
Ashley,Female,8/15/1997,9:48 PM,142415,1.985,TRUE,Finance,westindies,19
Howard,Male,04-09-2012,6:36 AM,37984,2.021,FALSE,Distribution,england,15
Cheryl,Female,12-03-2014,9:27 AM,71751,15.918,FALSE,Business Development,south africa,25
Robert,Male,03-11-2007,11:20 AM,135882,19.944,FALSE,Legal,brazil,23
Sharon,Female,07-01-2011,9:50 AM,46007,19.731,TRUE,Client Services,united state,25
Judith,Female,11/23/2007,1:22 PM,117055,7.461,FALSE,Marketing,India,15
Nicholas,,09-09-1989,7:12 PM,58478,6.525,TRUE,Distribution,Pakistan,23
Jerry,Male,1/30/1995,7:51 PM,121357,18.845,FALSE,Business Development,china,18
Craig,Male,11-01-2005,11:31 PM,44857,13.266,FALSE,Finance,us,20
Barbara,Female,3/21/2002,8:02 AM,47322,7.25,TRUE,Sales,america,18
Eugene,Male,5/24/1984,10:54 AM,81077,2.117,FALSE,Sales,westindies,17
Johnny,Male,2/26/2016,7:39 PM,76394,5.437,TRUE,Marketing,england,18
Benjamin,Male,05-05-2013,3:28 PM,114356,7.123,FALSE,Client Services,south africa,15
Diana,Female,6/13/1994,4:21 PM,41831,4.548,FALSE,Business Development,brazil,19
Barbara,,12-10-1980,11:04 PM,90187,14.764,TRUE,Distribution,united state,19
Christine,Female,02-01-2003,1:11 PM,72613,11.126,FALSE,Legal,India,24
Sean,Male,02-11-2013,7:07 PM,42748,9.765,FALSE,Distribution,Pakistan,20
Sarah,Female,11-03-1980,2:47 PM,37259,1.763,FALSE,Client Services,china,25
Roger,Male,08-03-2015,4:56 PM,125033,4.887,TRUE,Marketing,us,18
,Female,6/24/2014,10:05 AM,38275,10.494,,Distribution,america,21
,Male,4/20/1980,1:17 PM,71520,13.248,,Engineering,westindies,15
Donald,Male,7/14/1995,7:51 AM,106472,6.499,TRUE,Client Services,england,18
Clarence,Male,11-03-2015,12:11 AM,103684,18.654,TRUE,Engineering,south africa,15
Scott,Male,11/23/1996,7:36 PM,96111,15.592,FALSE,Human Resources,brazil,18
Ann,Female,11-04-1984,12:17 PM,90719,6.22,FALSE,Business Development,united state,24
Frank,Male,4/27/2003,12:04 PM,140303,17.07,FALSE,Legal,India,20
Joe,Male,07-04-1983,7:32 AM,62161,8.13,TRUE,Business Development,Pakistan,15
Wanda,Female,04-06-1993,3:11 AM,78883,19.695,FALSE,,china,18
Jimmy,Male,11/19/2013,7:29 PM,63549,19.624,FALSE,,us,15
Amy,,12/25/1984,10:52 AM,63888,18.115,TRUE,Product,america,24
Larry,Male,01-08-1999,2:05 AM,97370,10.458,FALSE,Sales,westindies,23
Gloria,Female,04-12-1992,8:26 PM,66224,15.979,TRUE,Legal,england,25
Ruth,Female,12-12-1996,10:07 AM,97915,3.997,TRUE,Human Resources,south africa,21
Diana,Female,1/19/1995,12:37 AM,86883,18.003,TRUE,Product,brazil,19
Raymond,Male,2/16/2009,10:38 PM,37812,3.178,FALSE,Human Resources,united state,22
Peter,Male,2/22/2003,9:09 AM,56580,8.411,TRUE,,India,23
,,9/25/1981,9:59 AM,83895,17.971,,Engineering,Pakistan,21
Catherine,Female,8/31/2013,7:24 PM,58047,14.858,TRUE,Distribution,china,25
Diane,Female,07-05-1982,4:56 PM,124889,15.026,TRUE,Sales,us,20
Peter,,10/13/2014,9:33 PM,118840,14.509,TRUE,Client Services,america,22
Steve,Male,8/22/1995,6:58 AM,67780,9.54,TRUE,Human Resources,westindies,25
Barbara,Female,3/22/2004,8:11 AM,144677,8.696,FALSE,Finance,england,20
Helen,,12-02-1993,1:42 PM,45724,1.022,FALSE,Product,south africa,16
Jimmy,,8/26/1983,2:48 AM,86676,7.175,TRUE,Product,brazil,24
Christopher,Male,4/23/2014,7:52 AM,82401,7.252,FALSE,Client Services,united state,16
Kathleen,Female,6/13/2014,9:16 AM,35575,14.595,FALSE,Distribution,India,18
Virginia,Female,05-02-2010,9:10 PM,123649,10.154,TRUE,Marketing,Pakistan,15
Lisa,Female,2/26/2005,6:33 PM,38078,10.28,TRUE,Product,china,19
Earl,Male,02-11-2014,9:03 PM,52620,13.773,FALSE,Product,us,19
Gerald,,01-08-1992,3:50 PM,133366,12.292,FALSE,Legal,america,22
Louise,Female,9/18/1981,5:47 AM,91462,8.205,FALSE,Marketing,westindies,17
Clarence,Male,8/26/1982,9:47 AM,146589,4.905,TRUE,Business Development,england,23
Cynthia,Female,9/14/1991,1:08 PM,51633,13.472,TRUE,Business Development,south africa,24
Adam,Male,10-08-2010,9:53 PM,45181,3.491,FALSE,Human Resources,brazil,17
Justin,Male,09-06-1999,10:30 AM,62454,3.459,TRUE,Sales,united state,23
,Female,12-02-2009,3:30 AM,84746,4.82,,Finance,India,16
Ruby,Female,05-01-1999,3:36 AM,147362,7.851,TRUE,Engineering,Pakistan,25
Amanda,Female,08-01-2004,1:32 PM,80803,14.077,TRUE,Distribution,china,17
Anna,Female,4/15/2008,2:34 PM,117293,2.366,FALSE,Client Services,us,15
Roger,Male,07-03-2010,5:11 PM,105689,13.32,TRUE,Marketing,america,16
Julie,,02-04-1999,5:35 PM,93302,9.048,TRUE,Product,westindies,17
Joseph,Male,09-10-1992,6:50 PM,102555,3.672,TRUE,Product,england,24
Evelyn,Female,9/22/1998,7:55 PM,51525,10.366,FALSE,Finance,south africa,17
Janice,Female,01-02-1984,9:06 PM,41190,3.311,TRUE,Sales,brazil,18
Sara,Female,2/25/1980,10:50 PM,75484,3.186,FALSE,Finance,united state,18
Gregory,Male,6/18/1984,3:46 AM,82726,16.304,TRUE,Marketing,India,18
Philip,Male,7/18/1985,6:36 AM,122319,19.122,FALSE,Engineering,Pakistan,17
Barbara,Female,09-02-1991,3:41 PM,127297,11.905,TRUE,Product,china,17
Amanda,Female,06-07-2002,7:46 AM,109290,13.853,FALSE,Engineering,us,20
Phyllis,,10/25/1985,7:11 AM,99150,6.007,FALSE,Client Services,america,16
Anne,Female,10/26/1996,8:09 PM,71930,18.451,TRUE,Product,westindies,19
Arthur,Male,12/16/2014,4:56 PM,66819,6.639,TRUE,Marketing,england,19
Jane,Female,06-01-1994,8:39 AM,42424,18.115,FALSE,Distribution,south africa,20
Linda,Female,8/18/1985,4:34 AM,51431,13.295,FALSE,Engineering,brazil,18
Ashley,Female,11/17/1999,9:18 PM,120675,6.51,FALSE,Human Resources,united state,24
Shawn,Male,12-03-2009,10:24 AM,96610,2.097,TRUE,Client Services,India,22
Kathleen,Female,9/20/1996,3:45 PM,71430,8.572,FALSE,Engineering,Pakistan,24
Sara,,10-07-1983,1:35 PM,87713,18.863,TRUE,Legal,china,16
Randy,Male,05-02-2002,7:39 PM,86723,14.842,FALSE,Engineering,us,20
Andrew,Male,3/29/1985,6:57 PM,43414,7.563,TRUE,Client Services,america,21
Marilyn,Female,08-09-2006,11:24 AM,87145,17.33,FALSE,Human Resources,westindies,19
Johnny,Male,01-08-1995,1:35 PM,91124,12.986,TRUE,Distribution,england,24
,Female,04-01-1980,8:04 PM,48141,12.605,,,south africa,23
Susan,Female,4/18/1986,9:31 AM,90829,19.142,FALSE,Marketing,brazil,23
Ruby,Female,07-07-1980,3:42 AM,101262,6.773,FALSE,Client Services,united state,15
Kelly,Female,8/16/1996,3:09 AM,41427,1.431,FALSE,Product,India,17
Jonathan,Male,04-06-1995,10:38 PM,56993,18.623,FALSE,Marketing,Pakistan,25
Raymond,Male,1/13/1996,4:14 PM,114244,16.69,FALSE,Human Resources,china,22
Kimberly,Female,12/30/1981,4:51 AM,81800,5.435,TRUE,,us,19
,Female,1/13/2009,1:01 PM,118736,7.421,,Client Services,america,17
John,Male,1/22/1995,12:17 AM,66077,5.809,TRUE,Product,westindies,18
Michael,Male,7/30/1993,5:35 PM,35013,14.879,FALSE,Product,england,23
Jerry,Male,05-04-2003,4:29 AM,98393,11.393,FALSE,Client Services,south africa,15
Amanda,Female,3/17/1982,11:46 PM,107111,1.438,TRUE,Product,brazil,21
Harold,Male,10/18/2010,8:45 PM,65673,1.187,TRUE,Legal,united state,18
Harry,Male,1/27/1985,8:18 PM,65482,18.089,FALSE,,India,18
Ernest,Male,1/28/1990,12:08 AM,81919,15.118,FALSE,Marketing,Pakistan,20
Harry,Male,11/19/1982,11:25 AM,59277,10.2,FALSE,Finance,china,21
Diane,Female,02-02-1988,6:14 PM,49501,13.506,FALSE,Business Development,us,16
Jack,Male,5/30/2012,3:17 AM,70367,18.266,TRUE,Legal,america,25
Shirley,Female,4/16/1988,11:09 AM,132156,2.754,FALSE,Marketing,westindies,17
Rose,Female,10/30/2004,4:34 PM,56961,7.585,FALSE,Marketing,england,16
Cheryl,Female,7/23/1982,6:28 AM,98841,8.945,TRUE,Client Services,south africa,22
Cynthia,Female,5/23/1980,3:19 AM,78226,2.419,FALSE,Human Resources,brazil,20
Sandra,Female,4/24/1995,7:14 PM,116931,9.657,TRUE,Human Resources,united state,15
Andrea,Female,10/30/1994,11:23 AM,87575,13.346,TRUE,Business Development,India,19
Rachel,Female,4/22/1988,12:01 PM,110924,7.808,FALSE,Distribution,Pakistan,22
Justin,Male,5/24/1981,11:15 PM,78351,15.221,FALSE,Sales,china,20
Marie,Female,11/23/2000,5:06 AM,125574,4.644,FALSE,Sales,us,24
Louis,Male,4/15/2011,5:02 AM,95198,2.075,FALSE,Business Development,america,23
Nancy,Female,05-07-1985,10:20 PM,121006,3.512,TRUE,Finance,westindies,21
Mark,Male,10-03-1984,5:31 AM,95728,6.752,TRUE,Business Development,england,15
Teresa,Female,6/24/1987,7:37 PM,69740,8.294,FALSE,Distribution,south africa,22
Frances,Female,7/21/2001,2:34 AM,91996,11.506,FALSE,Product,brazil,25
,Female,10-11-1990,10:57 PM,98385,10.925,,Human Resources,united state,15
Barbara,,12/20/1994,10:09 AM,90556,15.749,TRUE,Distribution,India,19
Christine,,6/15/1980,6:00 PM,50366,9.862,TRUE,Marketing,Pakistan,25
Bobby,,7/21/2003,3:50 PM,84232,15.704,TRUE,Engineering,china,15
Carl,,10/26/1991,8:11 AM,100888,12.49,TRUE,Business Development,us,17
Bruce,Male,3/15/2013,11:13 PM,141335,15.427,TRUE,Engineering,america,21
Rose,Female,5/20/1982,9:14 AM,97691,2.142,FALSE,Client Services,westindies,23
Mildred,Female,2/21/1981,3:30 AM,47266,10.256,FALSE,Client Services,england,17
,Male,10/13/1983,11:59 PM,139754,12.74,,Sales,south africa,24
,Female,10/24/1993,5:17 PM,116236,17.274,,Engineering,brazil,16
Todd,Male,2/16/2010,11:29 AM,103405,15.91,FALSE,Sales,united state,20
Alan,Male,2/17/2012,12:26 AM,41453,10.084,FALSE,Product,India,16
Elizabeth,,2/16/1981,3:58 AM,52730,12.525,FALSE,Marketing,Pakistan,17
Julie,,10/21/2000,1:15 AM,60361,7.099,TRUE,Distribution,china,24
Teresa,,01-03-1992,3:47 PM,63103,11.378,FALSE,Finance,us,21
Eric,Male,11-12-2004,9:16 PM,65168,11.513,FALSE,Distribution,america,22
Edward,Male,8/30/2001,1:24 AM,73105,6.083,TRUE,Engineering,westindies,17
Kimberly,Female,12-06-1986,2:23 PM,37916,12.929,TRUE,Distribution,england,20
Kathy,Female,1/14/2001,5:11 AM,45682,1.451,TRUE,Marketing,south africa,18
Peter,Male,11/24/1992,5:43 PM,69297,1.268,FALSE,Finance,brazil,24
Beverly,Female,10/22/1990,2:45 PM,59070,19.064,TRUE,Engineering,united state,25
Ralph,Male,03-07-2012,2:25 AM,81215,8.4,FALSE,Finance,India,21
Justin,Male,08-10-1997,11:00 PM,128036,18.824,FALSE,Client Services,Pakistan,16
Irene,Female,6/23/2005,11:03 AM,89780,8.999,TRUE,Sales,china,19
Irene,Female,11/29/2006,2:14 PM,125018,9.601,TRUE,Legal,us,20
Jeremy,Male,11/26/1997,8:22 AM,133033,12.2,FALSE,Sales,america,18
Cynthia,Female,6/29/2015,6:38 AM,82408,8.701,TRUE,Marketing,westindies,18
,Female,4/13/1997,8:03 AM,131755,2.93,,,england,21
Anne,Female,11/21/1984,12:30 PM,128305,16.636,FALSE,Marketing,south africa,20
,,09-02-1988,12:49 PM,147309,1.702,,Distribution,brazil,17
Debra,Female,03-12-1983,12:19 PM,74911,19.513,FALSE,Marketing,united state,15
Michael,Male,7/13/1988,1:48 PM,47079,2.617,FALSE,Legal,India,25
Jason,,03-06-2008,1:20 AM,82873,1.869,FALSE,Client Services,Pakistan,18
Rebecca,Female,2/23/1990,3:21 PM,134673,6.878,FALSE,Engineering,china,15
Andrea,Female,11/17/2011,2:37 PM,123591,6.5,TRUE,Engineering,us,24
Carl,Male,3/30/1987,5:59 PM,75598,19.289,FALSE,,america,17
Randy,Male,9/27/2000,3:04 AM,89831,13.047,TRUE,,westindies,20
Marilyn,Female,07-02-1984,4:06 PM,92430,2.924,FALSE,Engineering,england,17
Wayne,Male,09-02-2009,1:37 AM,126956,18.396,FALSE,Human Resources,south africa,22
Frances,Female,11-12-1996,6:08 PM,112467,1.433,FALSE,Business Development,brazil,22
Amanda,,08-11-1991,2:15 PM,46665,19.391,TRUE,Client Services,united state,21
Kathleen,Female,8/28/2004,10:49 AM,42553,3.756,TRUE,Distribution,India,15
Amanda,Female,1/25/1995,5:06 AM,102081,5.203,FALSE,Sales,Pakistan,25
Amanda,,3/16/2010,9:17 AM,135118,15.108,FALSE,Finance,china,23
Shawn,Male,9/29/1987,10:11 PM,71975,9.77,FALSE,Human Resources,us,21
Katherine,Female,8/13/1996,12:21 AM,149908,18.912,FALSE,Finance,america,20
Anna,,3/13/1985,9:19 AM,45418,10.162,FALSE,Marketing,westindies,18
Elizabeth,Female,2/21/2010,7:02 AM,79145,19.78,FALSE,Finance,england,17
Donald,Male,04-06-1988,10:00 AM,122920,5.32,FALSE,,south africa,17
Gregory,Male,11/15/1999,5:22 PM,128031,15.857,TRUE,Business Development,brazil,19
Ruth,Female,2/17/2004,5:38 AM,59969,14.064,TRUE,Finance,united state,21
Cynthia,Female,07-05-1986,1:24 AM,35381,11.749,FALSE,Finance,India,20
Deborah,Female,11/21/1985,1:40 PM,113129,17.371,FALSE,Client Services,Pakistan,16
Willie,Male,12-05-2009,5:39 AM,141932,1.017,TRUE,Engineering,china,22
Debra,Female,5/28/2006,6:51 AM,42296,16.922,FALSE,Product,us,24
Carl,Male,12/14/1984,8:49 PM,63395,11.411,FALSE,Legal,america,22
Walter,Male,9/24/2007,11:16 PM,125382,13.613,TRUE,Client Services,westindies,15
Lisa,Female,02-09-1982,6:44 PM,113592,17.108,TRUE,Marketing,england,23
